point_id_yr,year,taluk,heuristic_credit_score,risk_category,recommendation,predicted_ndvi,latitude,longitude
SIR_000_2020,2020,Sirwar,41.0,High,REJECT — Poor crop health and water availability signals.,0.34271883964538574,16.101142269648392,77.09950284514782
SIR_000_2021,2021,Sirwar,50.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5640401244163513,16.101142269648392,77.09950284514782
SIR_000_2022,2022,Sirwar,51.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.590012788772583,16.101142269648392,77.09950284514782
SIR_000_2023,2023,Sirwar,49.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5367317795753479,16.101142269648392,77.09950284514782
YEL_000_2019,2019,Yelburga,50.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.49386098980903625,15.612394845436926,76.29740234328175
YEL_000_2020,2020,Yelburga,59.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6837970614433289,15.612394845436926,76.29740234328175
YEL_000_2021,2021,Yelburga,62.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7636945247650146,15.612394845436926,76.29740234328175
YEL_000_2022,2022,Yelburga,64.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8114244341850281,15.612394845436926,76.29740234328175
YEL_000_2023,2023,Yelburga,55.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6450008749961853,15.612394845436926,76.29740234328175
KUS_000_2019,2019,Kushtagi,41.2,High,REJECT — Poor crop health and water availability signals.,0.33182719349861145,15.75816880427562,76.0490756193948
KUS_000_2020,2020,Kushtagi,43.2,High,REJECT — Poor crop health and water availability signals.,0.36360275745391846,15.75816880427562,76.0490756193948
KUS_000_2021,2021,Kushtagi,45.8,High,REJECT — Poor crop health and water availability signals.,0.4261185824871063,15.75816880427562,76.0490756193948
KUS_000_2022,2022,Kushtagi,47.7,High,REJECT — Poor crop health and water availability signals.,0.4680625796318054,15.75816880427562,76.0490756193948
KUS_000_2023,2023,Kushtagi,40.2,High,REJECT — Poor crop health and water availability signals.,0.322544127702713,15.75816880427562,76.0490756193948
GAN_000_2019,2019,Gangavathi,29.6,High,REJECT — Poor crop health and water availability signals.,0.1548321396112442,15.416343425947462,76.49583121927843
GAN_000_2020,2020,Gangavathi,33.2,High,REJECT — Poor crop health and water availability signals.,0.22041456401348114,15.416343425947462,76.49583121927843
GAN_000_2021,2021,Gangavathi,34.6,High,REJECT — Poor crop health and water availability signals.,0.2610362768173218,15.416343425947462,76.49583121927843
GAN_000_2022,2022,Gangavathi,33.6,High,REJECT — Poor crop health and water availability signals.,0.2494490146636963,15.416343425947462,76.49583121927843
GAN_000_2023,2023,Gangavathi,29.9,High,REJECT — Poor crop health and water availability signals.,0.1615007370710373,15.416343425947462,76.49583121927843
KOP_000_2019,2019,Koppal,55.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5547850728034973,15.48367691930806,76.25527442091769
KOP_000_2020,2020,Koppal,54.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5243618488311768,15.48367691930806,76.25527442091769
KOP_000_2021,2021,Koppal,57.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6012309193611145,15.48367691930806,76.25527442091769
KOP_000_2022,2022,Koppal,53.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.549524188041687,15.48367691930806,76.25527442091769
KOP_000_2023,2023,Koppal,52.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5183223485946655,15.48367691930806,76.25527442091769
KAR_000_2019,2019,Karatagi,51.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.46730026602745056,15.51946612134958,76.6874419103513
KAR_000_2020,2020,Karatagi,48.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.3956642746925354,15.51946612134958,76.6874419103513
KAR_000_2021,2021,Karatagi,48.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.39184409379959106,15.51946612134958,76.6874419103513
KAR_000_2022,2022,Karatagi,48.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.3869304358959198,15.51946612134958,76.6874419103513
KAR_000_2023,2023,Karatagi,49.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.46681076288223267,15.51946612134958,76.6874419103513
KUK_000_2019,2019,Kukanoor,28.4,High,REJECT — Poor crop health and water availability signals.,0.14814670383930206,15.492164044957748,75.91066150920066
KUK_000_2020,2020,Kukanoor,27.7,High,REJECT — Poor crop health and water availability signals.,0.10289184749126434,15.492164044957748,75.91066150920066
KUK_000_2021,2021,Kukanoor,29.0,High,REJECT — Poor crop health and water availability signals.,0.16419340670108795,15.492164044957748,75.91066150920066
KUK_000_2022,2022,Kukanoor,26.9,High,REJECT — Poor crop health and water availability signals.,0.13842155039310455,15.492164044957748,75.91066150920066
KUK_000_2023,2023,Kukanoor,28.5,High,REJECT — Poor crop health and water availability signals.,0.15005826950073242,15.492164044957748,75.91066150920066
KAN_000_2019,2019,Kanakagiri,50.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6984008550643921,15.570693439403936,76.44116400897416
KAN_000_2020,2020,Kanakagiri,56.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7579349875450134,15.570693439403936,76.44116400897416
KAN_000_2021,2021,Kanakagiri,57.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8059293031692505,15.570693439403936,76.44116400897416
KAN_000_2022,2022,Kanakagiri,58.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8058435320854187,15.570693439403936,76.44116400897416
KAN_000_2023,2023,Kanakagiri,51.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7182306051254272,15.570693439403936,76.44116400897416
NAR_000_2019,2019,Naragund,77.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9128404259681702,15.805065885209704,75.3334424515083
NAR_000_2020,2020,Naragund,78.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9250933527946472,15.805065885209704,75.3334424515083
NAR_000_2021,2021,Naragund,79.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9391777515411377,15.805065885209704,75.3334424515083
NAR_000_2022,2022,Naragund,78.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9297065138816833,15.805065885209704,75.3334424515083
NAR_000_2023,2023,Naragund,77.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8960747122764587,15.805065885209704,75.3334424515083
GAD_000_2019,2019,Gadag,56.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5396875143051147,15.542696499211836,75.76481091327146
GAD_000_2020,2020,Gadag,53.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.46142497658729553,15.542696499211836,75.76481091327146
GAD_000_2021,2021,Gadag,62.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6589345335960388,15.542696499211836,75.76481091327146
GAD_000_2022,2022,Gadag,57.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5467901825904846,15.542696499211836,75.76481091327146
GAD_000_2023,2023,Gadag,48.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.347508043050766,15.542696499211836,75.76481091327146
SHI_000_2019,2019,Shirahatti,44.8,High,REJECT — Poor crop health and water availability signals.,0.4622476100921631,15.188685102739418,75.65640424458243
SHI_000_2020,2020,Shirahatti,45.4,High,REJECT — Poor crop health and water availability signals.,0.4738751947879791,15.188685102739418,75.65640424458243
SHI_000_2021,2021,Shirahatti,46.8,High,REJECT — Poor crop health and water availability signals.,0.5051984190940857,15.188685102739418,75.65640424458243
SHI_000_2022,2022,Shirahatti,45.4,High,REJECT — Poor crop health and water availability signals.,0.4775191843509674,15.188685102739418,75.65640424458243
SHI_000_2023,2023,Shirahatti,43.2,High,REJECT — Poor crop health and water availability signals.,0.45500218868255615,15.188685102739418,75.65640424458243
MUN_000_2019,2019,Mundargi,39.7,High,REJECT — Poor crop health and water availability signals.,0.3027420938014984,15.30563660312202,75.78832598909463
MUN_000_2020,2020,Mundargi,41.5,High,REJECT — Poor crop health and water availability signals.,0.3536653518676758,15.30563660312202,75.78832598909463
MUN_000_2021,2021,Mundargi,46.1,High,REJECT — Poor crop health and water availability signals.,0.4582419693470001,15.30563660312202,75.78832598909463
MUN_000_2022,2022,Mundargi,45.4,High,REJECT — Poor crop health and water availability signals.,0.4493723511695862,15.30563660312202,75.78832598909463
MUN_000_2023,2023,Mundargi,41.1,High,REJECT — Poor crop health and water availability signals.,0.3187895119190216,15.30563660312202,75.78832598909463
GAJ_000_2019,2019,Gajendragad,52.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7448099851608276,15.768158354745369,75.88038468971017
GAJ_000_2020,2020,Gajendragad,51.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7237113118171692,15.768158354745369,75.88038468971017
GAJ_000_2021,2021,Gajendragad,55.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8087372779846191,15.768158354745369,75.88038468971017
GAJ_000_2022,2022,Gajendragad,54.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7861426472663879,15.768158354745369,75.88038468971017
GAJ_000_2023,2023,Gajendragad,52.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7389808893203735,15.768158354745369,75.88038468971017
LAX_000_2019,2019,Laxmeshwar,76.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.926551103591919,15.258778533390116,75.43052178227333
LAX_000_2020,2020,Laxmeshwar,74.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9189812541007996,15.258778533390116,75.43052178227333
LAX_000_2021,2021,Laxmeshwar,76.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.952501654624939,15.258778533390116,75.43052178227333
LAX_000_2022,2022,Laxmeshwar,76.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9409882426261902,15.258778533390116,75.43052178227333
LAX_000_2023,2023,Laxmeshwar,74.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8541050553321838,15.258778533390116,75.43052178227333
DHA_000_2019,2019,Dharwad,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8324166536331177,15.515374064314509,74.83077173092232
DHA_000_2020,2020,Dharwad,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8256372809410095,15.515374064314509,74.83077173092232
DHA_000_2021,2021,Dharwad,71.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8622219562530518,15.515374064314509,74.83077173092232
DHA_000_2022,2022,Dharwad,71.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8825279474258423,15.515374064314509,74.83077173092232
DHA_000_2023,2023,Dharwad,65.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7680103182792664,15.515374064314509,74.83077173092232
NAV_000_2019,2019,Navalagund,69.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9164155721664429,15.515171557833796,75.2633788345887
NAV_000_2020,2020,Navalagund,69.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.921423077583313,15.515171557833796,75.2633788345887
NAV_000_2021,2021,Navalagund,70.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9423388242721558,15.515171557833796,75.2633788345887
NAV_000_2022,2022,Navalagund,70.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9444897174835205,15.515171557833796,75.2633788345887
NAV_000_2023,2023,Navalagund,71.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9215394854545593,15.515171557833796,75.2633788345887
HUB_000_2019,2019,Hubballi,74.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9406691193580627,15.446047672565324,75.27006873416282
HUB_000_2020,2020,Hubballi,75.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9505897164344788,15.446047672565324,75.27006873416282
HUB_000_2021,2021,Hubballi,75.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9649468064308167,15.446047672565324,75.27006873416282
HUB_000_2022,2022,Hubballi,76.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9678434729576111,15.446047672565324,75.27006873416282
HUB_000_2023,2023,Hubballi,76.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9445926547050476,15.446047672565324,75.27006873416282
KAL_000_2019,2019,Kalgatgi,62.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7359778881072998,15.241547560189112,75.01369022954901
KAL_000_2020,2020,Kalgatgi,53.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.552096962928772,15.241547560189112,75.01369022954901
KAL_000_2021,2021,Kalgatgi,61.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7293234467506409,15.241547560189112,75.01369022954901
KAL_000_2022,2022,Kalgatgi,64.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7997854948043823,15.241547560189112,75.01369022954901
KAL_000_2023,2023,Kalgatgi,64.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7972050309181213,15.241547560189112,75.01369022954901
KUN_000_2019,2019,Kundgol,67.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8197444677352905,15.18127352362142,75.2153216781421
KUN_000_2020,2020,Kundgol,69.8,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8563663959503174,15.18127352362142,75.2153216781421
KUN_000_2021,2021,Kundgol,70.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8861580491065979,15.18127352362142,75.2153216781421
KUN_000_2022,2022,Kundgol,72.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.922437310218811,15.18127352362142,75.2153216781421
KUN_000_2023,2023,Kundgol,67.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8105559349060059,15.18127352362142,75.2153216781421
HUB_000_2019,2019,Hubballi Urban,47.1,High,REJECT — Poor crop health and water availability signals.,0.38423416018486023,15.382918435261464,75.05549639009178
HUB_000_2020,2020,Hubballi Urban,49.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.4182746112346649,15.382918435261464,75.05549639009178
HUB_000_2021,2021,Hubballi Urban,53.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5159369707107544,15.382918435261464,75.05549639009178
HUB_000_2022,2022,Hubballi Urban,56.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.5779346227645874,15.382918435261464,75.05549639009178
HUB_000_2023,2023,Hubballi Urban,50.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.4265664219856262,15.382918435261464,75.05549639009178
ALN_000_2019,2019,Alnavar,64.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8133511543273926,15.43859289400439,74.76831632436912
ALN_000_2020,2020,Alnavar,64.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7937113046646118,15.43859289400439,74.76831632436912
ALN_000_2021,2021,Alnavar,66.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8416149616241455,15.43859289400439,74.76831632436912
ALN_000_2022,2022,Alnavar,66.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8629488348960876,15.43859289400439,74.76831632436912
ALN_000_2023,2023,Alnavar,63.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7839281558990479,15.43859289400439,74.76831632436912
ANN_000_2019,2019,Annigeri,69.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8664695620536804,15.495058107193868,75.43600950393898
ANN_000_2020,2020,Annigeri,67.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8682075142860413,15.495058107193868,75.43600950393898
ANN_000_2021,2021,Annigeri,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9203800559043884,15.495058107193868,75.43600950393898
ANN_000_2022,2022,Annigeri,69.0,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.9005342721939087,15.495058107193868,75.43600950393898
ANN_000_2023,2023,Annigeri,65.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7708936929702759,15.495058107193868,75.43600950393898
KAR_000_2019,2019,Karwar,94.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9689155220985413,14.744762697954554,74.19394303554617
KAR_000_2020,2020,Karwar,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.963702380657196,14.744762697954554,74.19394303554617
KAR_000_2021,2021,Karwar,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9631721377372742,14.744762697954554,74.19394303554617
KAR_000_2022,2022,Karwar,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9636969566345215,14.744762697954554,74.19394303554617
KAR_000_2023,2023,Karwar,93.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9583543539047241,14.744762697954554,74.19394303554617
JOI_000_2019,2019,Joida,83.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7423025965690613,15.230553678772852,74.53217739556696
JOI_000_2020,2020,Joida,81.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.6988248229026794,15.230553678772852,74.53217739556696
JOI_000_2021,2021,Joida,82.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7202357053756714,15.230553678772852,74.53217739556696
JOI_000_2022,2022,Joida,82.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7277526259422302,15.230553678772852,74.53217739556696
JOI_000_2023,2023,Joida,83.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7565354704856873,15.230553678772852,74.53217739556696
HAL_001_2019,2019,Haliyal,81.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9131966233253479,15.107757943230814,74.73400596227513
HAL_001_2020,2020,Haliyal,81.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9087269306182861,15.107757943230814,74.73400596227513
HAL_001_2021,2021,Haliyal,81.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9142014384269714,15.107757943230814,74.73400596227513
HAL_001_2022,2022,Haliyal,81.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9333682656288147,15.107757943230814,74.73400596227513
HAL_001_2023,2023,Haliyal,81.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9421543478965759,15.107757943230814,74.73400596227513
YEL_000_2019,2019,Yellapur,93.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.950816810131073,15.034659060847716,74.66834215095807
YEL_000_2020,2020,Yellapur,94.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9603002667427063,15.034659060847716,74.66834215095807
YEL_000_2021,2021,Yellapur,94.5,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9543583989143372,15.034659060847716,74.66834215095807
YEL_000_2022,2022,Yellapur,94.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9577194452285767,15.034659060847716,74.66834215095807
YEL_000_2023,2023,Yellapur,93.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9590628147125244,15.034659060847716,74.66834215095807
MUN_000_2019,2019,Mundgod,77.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8046315312385559,14.96595231932869,74.88658462901168
MUN_000_2020,2020,Mundgod,76.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7899553775787354,14.96595231932869,74.88658462901168
MUN_000_2021,2021,Mundgod,79.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8498044013977051,14.96595231932869,74.88658462901168
MUN_000_2022,2022,Mundgod,79.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.852850079536438,14.96595231932869,74.88658462901168
MUN_000_2023,2023,Mundgod,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.6450939774513245,14.96595231932869,74.88658462901168
SIR_000_2019,2019,Sirsi,88.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.873485803604126,14.6984636370061,74.94464574867567
SIR_000_2020,2020,Sirsi,90.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8805517554283142,14.6984636370061,74.94464574867567
SIR_000_2021,2021,Sirsi,90.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9052197337150574,14.6984636370061,74.94464574867567
SIR_000_2022,2022,Sirsi,89.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8892821073532104,14.6984636370061,74.94464574867567
SIR_000_2023,2023,Sirsi,86.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.829911470413208,14.6984636370061,74.94464574867567
ANK_000_2019,2019,Ankola,93.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9371104836463928,14.762484111607748,74.4781748377579
ANK_000_2020,2020,Ankola,92.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9238138794898987,14.762484111607748,74.4781748377579
ANK_000_2021,2021,Ankola,93.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9281362891197205,14.762484111607748,74.4781748377579
ANK_000_2022,2022,Ankola,93.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9306053519248962,14.762484111607748,74.4781748377579
ANK_000_2023,2023,Ankola,92.8,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9291373491287231,14.762484111607748,74.4781748377579
KUM_000_2019,2019,Kumta,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9504892826080322,14.40099353187846,74.5592362029419
KUM_000_2020,2020,Kumta,94.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9479976296424866,14.40099353187846,74.5592362029419
KUM_000_2021,2021,Kumta,94.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9469351768493652,14.40099353187846,74.5592362029419
KUM_000_2022,2022,Kumta,94.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9446350932121277,14.40099353187846,74.5592362029419
KUM_000_2023,2023,Kumta,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9532879590988159,14.40099353187846,74.5592362029419
SID_000_2019,2019,Siddapur,94.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9451638460159302,14.329250233543354,74.67224126151878
SID_000_2020,2020,Siddapur,94.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9424203634262085,14.329250233543354,74.67224126151878
SID_000_2021,2021,Siddapur,94.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9412510395050049,14.329250233543354,74.67224126151878
SID_000_2022,2022,Siddapur,94.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9387205839157104,14.329250233543354,74.67224126151878
SID_000_2023,2023,Siddapur,94.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9482470750808716,14.329250233543354,74.67224126151878
HON_000_2019,2019,Honnavar,96.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9781457185745239,14.343000002146916,74.56427556865671
HON_000_2020,2020,Honnavar,96.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9773833751678467,14.343000002146916,74.56427556865671
HON_000_2021,2021,Honnavar,96.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9763863682746887,14.343000002146916,74.56427556865671
HON_000_2022,2022,Honnavar,96.2,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9771439433097839,14.343000002146916,74.56427556865671
HON_000_2023,2023,Honnavar,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9744877815246582,14.343000002146916,74.56427556865671
BHA_000_2019,2019,Bhatkal,96.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9803668260574341,14.060369983790403,74.59279227614942
BHA_000_2020,2020,Bhatkal,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.979194700717926,14.060369983790403,74.59279227614942
BHA_000_2021,2021,Bhatkal,96.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9779244065284729,14.060369983790403,74.59279227614942
BHA_000_2022,2022,Bhatkal,95.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9789092540740967,14.060369983790403,74.59279227614942
BHA_000_2023,2023,Bhatkal,95.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9710943102836609,14.060369983790403,74.59279227614942
DAN_000_2019,2019,Dandeli,79.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7900310158729553,15.134137278937011,74.71988641925131
DAN_000_2020,2020,Dandeli,79.4,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.7931064963340759,15.134137278937011,74.71988641925131
DAN_000_2021,2021,Dandeli,80.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8120970726013184,15.134137278937011,74.71988641925131
DAN_000_2022,2022,Dandeli,81.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.83978271484375,15.134137278937011,74.71988641925131
DAN_000_2023,2023,Dandeli,82.1,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8666629791259766,15.134137278937011,74.71988641925131
SHI_000_2019,2019,Shiggaon,73.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8047410845756531,14.998736810903116,75.07414405855798
SHI_000_2020,2020,Shiggaon,66.7,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6617342829704285,14.998736810903116,75.07414405855798
SHI_000_2021,2021,Shiggaon,69.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7302685976028442,14.998736810903116,75.07414405855798
SHI_000_2022,2022,Shiggaon,67.6,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6883187294006348,14.998736810903116,75.07414405855798
SHI_000_2023,2023,Shiggaon,67.5,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.6818285584449768,14.998736810903116,75.07414405855798
SAV_000_2019,2019,Savanur,73.7,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8875603675842285,14.994209230910512,75.47828393867621
SAV_000_2020,2020,Savanur,71.6,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8796560168266296,14.994209230910512,75.47828393867621
SAV_000_2021,2021,Savanur,73.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9092419743537903,14.994209230910512,75.47828393867621
SAV_000_2022,2022,Savanur,74.3,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9129483699798584,14.994209230910512,75.47828393867621
SAV_000_2023,2023,Savanur,72.9,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8511046171188354,14.994209230910512,75.47828393867621
HAN_000_2019,2019,Hangal,67.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8263044357299805,14.869749891625084,75.1438328989756
HAN_000_2020,2020,Hangal,65.4,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.7947526574134827,14.869749891625084,75.1438328989756
HAN_000_2021,2021,Hangal,67.9,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8497828841209412,14.869749891625084,75.1438328989756
HAN_000_2022,2022,Hangal,69.3,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8799943923950195,14.869749891625084,75.1438328989756
HAN_000_2023,2023,Hangal,68.2,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8293283581733704,14.869749891625084,75.1438328989756
HAV_000_2019,2019,Haveri,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.8783814907073975,14.796456309111548,75.45876634151088
HAV_000_2020,2020,Haveri,66.1,Moderate,REVIEW — Marginal geospatial indicators; field verification advised.,0.8410904407501221,14.796456309111548,75.45876634151088
HAV_000_2021,2021,Haveri,70.0,Low,APPROVE — Strong satellite-verified agricultural capacity.,0.9283407926559448,14.796456309111548,75.45876634151088
